Primary Key,Start,End,Length of Placement - Days,Distance,Inside or Outside District,Placement Provision,Placement Type,Change Reason
1046,27/10/2023,01/03/2024,783,,OUT,PR1 - Own provision by LA,Kinship - short term,
1052,16/02/2024,27/08/2024,671,,IN,PR1 - Own provision by LA,Kinship - short term,
1072,09/06/2023,20/03/2024,923,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1077,25/03/2024,29/04/2024,633,,OUT,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1092,27/10/2023,03/11/2023,783,,IN,PR1 - Own provision by LA,Kinship - short term,
1093,09/07/2024,10/02/2025,527,,IN,PR4 - Private Provision,Semi-independent supported accommodation,
1095,06/09/2025,16/09/2025,103,,IN,PR1 - Own provision by LA,Temporary Placement,
1096,28/02/2025,17/03/2025,293,,IN,PR1 - Own provision by LA,Temporary Placement,
1101,05/09/2023,18/10/2024,835,,IN,PR1 - Own provision by LA,Semi-independent supported accommodation,
1109,18/10/2023,10/11/2023,792,,IN,PR1 - Own provision by LA,Temporary Placement,
1111,18/09/2023,24/03/2024,822,,IN,PR5 - Voluntary/Third Sector Provision,Semi-independent supported accommodation,
1112,08/04/2025,01/10/2025,254,,OUT,PR1 - Own provision by LA,Kinship - short term,
1113,09/04/2025,17/04/2025,253,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1114,09/04/2025,17/04/2025,253,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1116,26/04/2024,20/12/2024,601,,IN,PR1 - Own provision by LA,Temporary Placement,
1118,04/11/2024,31/01/2025,409,,OUT,PR4 - Private Provision,Residential Unit (Children's Home),
1120,12/09/2024,27/09/2024,462,,OUT,PR1 - Own provision by LA,Fostering – short term,
1122,30/05/2023,19/06/2024,933,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1123,26/06/2023,14/08/2023,906,,IN,PR1 - Own provision by LA,Kinship - short term,
1128,14/12/2023,22/12/2023,735,,IN,PR1 - Own provision by LA,Fostering – short term,
1129,02/06/2023,05/06/2023,930,,IN,PR1 - Own provision by LA,Fostering – short term,
1134,02/08/2024,15/02/2025,503,,IN,PR1 - Own provision by LA,Kinship - short term,
1135,06/12/2024,20/12/2024,377,,IN,PR1 - Own provision by LA,Kinship - short term,
1145,21/08/2023,30/08/2023,850,,IN,PR1 - Own provision by LA,Temporary Placement,
1146,12/08/2024,21/08/2024,493,,IN,PR1 - Own provision by LA,Temporary Placement,
1148,24/05/2024,01/06/2024,573,,IN,PR1 - Own provision by LA,Temporary Placement,
1149,31/03/2024,08/04/2024,627,,IN,PR1 - Own provision by LA,Temporary Placement,
1151,24/05/2023,22/09/2023,939,,IN,PR1 - Own provision by LA,Kinship - short term,
1158,29/09/2023,24/07/2024,811,,OUT,PR1 - Own provision by LA,Kinship - short term,
1159,03/05/2023,09/04/2024,960,,IN,PR1 - Own provision by LA,Kinship - short term,
1164,22/05/2025,18/07/2025,210,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1165,23/05/2025,18/07/2025,209,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1167,01/06/2024,08/06/2024,565,,IN,PR1 - Own provision by LA,Temporary Placement,
1169,14/06/2024,28/06/2024,552,,OUT,PR2 - Other LA provision,Temporary Placement,
1170,12/01/2025,26/01/2025,340,,IN,PR1 - Own provision by LA,Temporary Placement,
1175,03/12/2024,23/05/2025,380,,IN,PR1 - Own provision by LA,Kinship - short term,
1184,14/04/2025,24/07/2025,248,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1189,11/08/2025,19/09/2025,129,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1192,07/02/2025,11/02/2025,314,,IN,PR1 - Own provision by LA,Temporary Placement,
1193,21/02/2025,24/02/2025,300,,IN,PR1 - Own provision by LA,Temporary Placement,
1194,07/03/2025,10/03/2025,286,,IN,PR1 - Own provision by LA,Temporary Placement,
1195,30/03/2025,01/04/2025,263,,IN,PR1 - Own provision by LA,Temporary Placement,
1196,04/04/2025,07/04/2025,258,,IN,PR1 - Own provision by LA,Temporary Placement,
1198,13/12/2024,16/12/2024,370,,IN,PR1 - Own provision by LA,Temporary Placement,
1199,27/12/2024,30/12/2024,356,,IN,PR1 - Own provision by LA,Temporary Placement,
1200,27/12/2024,30/12/2024,356,,IN,PR1 - Own provision by LA,Temporary Placement,
1201,29/11/2024,02/12/2024,384,,IN,PR1 - Own provision by LA,Temporary Placement,
1202,24/01/2025,27/01/2025,328,,IN,PR1 - Own provision by LA,Temporary Placement,
1203,10/01/2025,13/01/2025,342,,IN,PR1 - Own provision by LA,Temporary Placement,
1204,20/09/2024,23/09/2024,454,,IN,PR1 - Own provision by LA,Temporary Placement,
1205,01/11/2024,04/11/2024,412,,IN,PR1 - Own provision by LA,Temporary Placement,
1206,15/11/2024,18/11/2024,398,,IN,PR1 - Own provision by LA,Temporary Placement,
1207,18/10/2024,21/10/2024,426,,IN,PR1 - Own provision by LA,Temporary Placement,
1208,18/04/2025,21/04/2025,244,,IN,PR1 - Own provision by LA,Temporary Placement,
1209,06/11/2023,10/11/2023,773,,IN,PR1 - Own provision by LA,Temporary Placement,
1210,08/12/2023,10/12/2023,741,,IN,PR1 - Own provision by LA,Temporary Placement,
1211,03/01/2024,08/01/2024,715,,IN,PR1 - Own provision by LA,Temporary Placement,
1212,18/01/2024,26/01/2024,700,,IN,PR1 - Own provision by LA,Temporary Placement,
1213,14/02/2024,04/03/2024,673,,IN,PR1 - Own provision by LA,Temporary Placement,
1214,01/07/2024,04/07/2024,535,,IN,PR1 - Own provision by LA,Temporary Placement,
1215,21/06/2024,24/06/2024,545,,IN,PR1 - Own provision by LA,Temporary Placement,
1216,15/07/2024,18/07/2024,521,,IN,PR1 - Own provision by LA,Temporary Placement,
1217,29/07/2024,30/07/2024,507,,IN,PR1 - Own provision by LA,Temporary Placement,
1218,31/07/2024,01/08/2024,505,,IN,PR1 - Own provision by LA,Temporary Placement,
1219,10/08/2024,13/08/2024,495,,IN,PR1 - Own provision by LA,Temporary Placement,
1220,05/04/2024,08/04/2024,622,,IN,PR1 - Own provision by LA,Temporary Placement,
1221,12/04/2024,15/04/2024,615,,IN,PR1 - Own provision by LA,Temporary Placement,
1222,19/04/2024,22/04/2024,608,,IN,PR1 - Own provision by LA,Temporary Placement,
1223,26/04/2024,29/04/2024,601,,IN,PR1 - Own provision by LA,Temporary Placement,
1224,03/05/2024,04/05/2024,594,,IN,PR1 - Own provision by LA,Temporary Placement,
1225,27/03/2024,01/04/2024,631,,IN,PR1 - Own provision by LA,Temporary Placement,
1226,31/05/2024,03/06/2024,566,,IN,PR1 - Own provision by LA,Temporary Placement,
1227,21/05/2024,24/05/2024,576,,IN,PR1 - Own provision by LA,Temporary Placement,
1228,10/05/2024,13/05/2024,587,,IN,PR1 - Own provision by LA,Temporary Placement,
1229,17/05/2024,20/05/2024,580,,IN,PR1 - Own provision by LA,Temporary Placement,
1232,03/05/2023,28/02/2024,960,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1242,12/04/2024,28/04/2024,615,,IN,PR1 - Own provision by LA,Temporary Placement,
1244,01/09/2023,04/01/2024,839,,OUT,PR2 - Other LA provision,Secure Unit,
1249,27/10/2023,03/11/2023,783,,IN,PR1 - Own provision by LA,Kinship - short term,
1250,11/12/2024,30/06/2025,372,,IN,PR1 - Own provision by LA,Kinship - short term,
1252,11/12/2024,30/06/2025,372,,IN,PR1 - Own provision by LA,Kinship - short term,
1254,25/04/2025,02/05/2025,237,,IN,PR1 - Own provision by LA,Temporary Placement,
1255,12/03/2024,13/03/2024,646,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1257,07/03/2025,12/03/2025,286,,IN,PR1 - Own provision by LA,Fostering – long term,
1258,13/09/2023,25/09/2023,827,,IN,PR1 - Own provision by LA,Fostering – short term,
1260,24/05/2024,01/06/2024,573,,IN,PR1 - Own provision by LA,Temporary Placement,
1261,31/03/2024,08/04/2024,627,,IN,PR1 - Own provision by LA,Temporary Placement,
1263,21/08/2023,30/08/2023,850,,IN,PR1 - Own provision by LA,Temporary Placement,
1265,12/08/2024,21/08/2024,493,,IN,PR1 - Own provision by LA,Temporary Placement,
1269,22/02/2024,17/12/2024,665,,IN,PR1 - Own provision by LA,Fostering – short term,
1270,12/09/2024,20/09/2024,462,,IN,PR1 - Own provision by LA,Kinship - short term,
1272,31/08/2023,21/03/2024,840,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1276,31/07/2023,29/09/2023,871,,IN,PR1 - Own provision by LA,Kinship - short term,
1279,21/03/2025,08/04/2025,272,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1280,25/07/2024,13/09/2024,511,,IN,PR1 - Own provision by LA,Kinship - short term,
1281,29/06/2023,07/07/2023,903,,IN,PR1 - Own provision by LA,Temporary Placement,
1283,04/04/2023,11/10/2023,989,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1287,07/05/2025,27/06/2025,225,,IN,PR4 - Private Provision,Semi-independent supported accommodation,
1289,11/12/2024,30/06/2025,372,,IN,PR1 - Own provision by LA,Kinship - short term,
1290,04/05/2023,17/07/2023,959,,IN,PR1 - Own provision by LA,Kinship - short term,
1298,25/07/2024,30/07/2024,511,,IN,PR1 - Own provision by LA,Kinship - short term,
1301,24/11/2023,08/04/2024,755,,IN,PR4 - Private Provision,Semi-independent supported accommodation,
1308,23/12/2024,26/06/2025,360,,IN,PR1 - Own provision by LA,Kinship - short term,
1310,18/10/2024,24/10/2024,426,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1311,16/05/2024,28/05/2024,581,,IN,PR1 - Own provision by LA,Kinship - short term,
1327,16/04/2025,08/05/2025,246,,IN,PR1 - Own provision by LA,Temporary Placement,
1328,16/04/2025,28/04/2025,246,,IN,PR1 - Own provision by LA,Temporary Placement,
1329,26/05/2023,10/06/2024,937,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1344,12/12/2023,26/04/2024,737,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1348,07/07/2023,04/08/2023,895,,IN,PR1 - Own provision by LA,Temporary Placement,
1355,22/12/2023,19/01/2024,727,,IN,PR1 - Own provision by LA,Kinship - short term,
1356,02/06/2023,25/06/2024,930,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1360,11/04/2025,01/09/2025,251,,OUT,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1362,13/09/2024,09/07/2025,461,,IN,PR1 - Own provision by LA,Kinship - short term,
1363,07/07/2023,26/09/2024,895,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1370,07/02/2025,04/07/2025,314,,IN,PR1 - Own provision by LA,Kinship - short term,
1371,07/02/2025,04/07/2025,314,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1372,03/12/2025,06/12/2025,15,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1373,28/07/2023,29/11/2023,874,,IN,PR1 - Own provision by LA,Kinship - short term,
1376,28/07/2023,29/11/2023,874,,IN,PR1 - Own provision by LA,Kinship - short term,
1381,09/06/2023,16/06/2023,923,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1385,17/03/2025,22/03/2025,276,,IN,PR1 - Own provision by LA,Temporary Placement,
